SalesID,OrderDate,CustomerID,ProductID,StoreID,SalesRepID,Quantity,UnitPrice,Discount,PaymentMode,Status,SalesAmount,ShipDate
2902,2024-05-17,1163,2045,3006,4015,4,795,0.24,Credit Card,Cancelled,2416.8,2024-05-19
2903,2024-03-19,1310,2032,3001,4002,1,3421,0.25,Credit Card,Returned,2565.75,2024-03-22
2904,2024-12-26,1417,2043,3002,4015,2,2072,0.11,Credit Card,Cancelled,3688.16,2024-12-27
2905,2024-03-05,1305,2026,3007,4011,5,2991,0.11,Credit Card,Delivered,13309.95,2024-03-10
2906,2024-06-28,1285,2038,3002,4006,2,1483,0.26,UPI,Cancelled,2194.84,2024-07-01
2907,2024-08-24,1288,2028,3010,4018,4,2278,0.06,Cash,Delivered,8565.279999999999,2024-08-28
2908,2024-04-05,1280,2048,3010,4003,2,2728,0.27,Cash,Delivered,3982.88,2024-04-07
2909,2024-10-14,1197,2034,3005,4017,3,2578,0.11,Cash,Cancelled,6883.26,2024-10-19
2910,2024-03-18,1475,2027,3008,4017,4,1057,0.05,Credit Card,Delivered,4016.6,2024-03-22
2911,2024-09-20,1438,2048,3001,4011,2,4545,0.1,Cash,Returned,8181.0,2024-09-22
2912,2024-05-03,1348,2039,3007,4018,5,2046,0.22,Credit Card,Returned,7979.400000000001,2024-05-07
2913,2024-09-06,1495,2004,3009,4004,5,1651,0.22,Credit Card,Returned,6438.900000000001,2024-09-08
2914,2024-02-11,1440,2011,3007,4012,4,1359,0.1,Net Banking,Returned,4892.400000000001,2024-02-12
2915,2024-01-13,1155,2013,3007,4019,5,4797,0.14,Credit Card,Cancelled,20627.1,2024-01-17
2916,2024-12-05,1025,2006,3002,4006,5,4551,0.07,UPI,Cancelled,21162.149999999998,2024-12-08
2917,2024-11-18,1172,2043,3004,4014,4,2422,0.02,UPI,Delivered,9494.24,2024-11-22
2918,2024-05-04,1382,2024,3007,4014,2,3166,0.28,UPI,Returned,4559.04,2024-05-08
2919,2024-12-13,1446,2010,3007,4014,3,3684,0.15,Net Banking,Delivered,9394.199999999999,2024-12-16
2920,2024-06-26,1059,2048,3009,4017,3,1850,0.17,Credit Card,Delivered,4606.5,2024-07-01
2921,2024-08-19,1101,2027,3010,4008,1,4350,0.19,Net Banking,Returned,3523.5000000000005,2024-08-23
2922,2024-10-17,1293,2045,3004,4008,3,2246,0.2,Cash,Returned,5390.400000000001,2024-10-20
2923,2024-09-09,1298,2050,3001,4020,4,2489,0.03,UPI,Returned,9657.32,2024-09-14
2924,2024-04-06,1191,2022,3004,4009,2,2268,0.22,Credit Card,Delivered,3538.08,2024-04-08
2925,2024-03-06,1477,2005,3002,4011,5,1077,0.23,Net Banking,Returned,4146.45,2024-03-08
2926,2024-12-02,1129,2039,3007,4003,1,1622,0.16,Cash,Cancelled,1362.48,2024-12-05
2927,2024-12-03,1055,2037,3003,4016,5,2455,0.23,Cash,Delivered,9451.75,2024-12-06
2928,2024-05-20,1158,2010,3007,4002,4,4172,0.29,Cash,Delivered,11848.48,2024-05-22
2929,2024-10-31,1463,2008,3003,4002,5,3130,0.27,UPI,Cancelled,11424.5,2024-11-06
2930,2024-09-15,1046,2050,3009,4013,5,3625,0.1,Net Banking,Delivered,16312.5,2024-09-21
2931,2024-09-10,1051,2009,3006,4006,2,1195,0.14,UPI,Cancelled,2055.4,2024-09-14
2932,2024-08-29,1444,2015,3010,4020,3,4475,0.22,Credit Card,Returned,10471.5,2024-08-31
2933,2024-12-15,1301,2013,3008,4006,5,1553,0.09,Net Banking,Returned,7066.150000000001,2024-12-21
2934,2024-07-22,1309,2021,3007,4016,4,4084,0.14,Net Banking,Returned,14048.96,2024-07-28
2935,2024-03-20,1281,2044,3001,4008,4,2971,0.24,Cash,Delivered,9031.84,2024-03-26
2936,2024-09-26,1120,2043,3009,4005,3,2214,0.09,Net Banking,Delivered,6044.22,2024-09-30
2937,2024-06-03,1489,2045,3003,4008,3,2745,0.11,Cash,Cancelled,7329.150000000001,2024-06-08
2938,2024-02-01,1377,2043,3010,4005,5,190,0.22,Net Banking,Cancelled,741.0,2024-02-06
2939,2024-07-30,1011,2042,3007,4016,5,1577,0.04,Cash,Delivered,7569.599999999999,2024-08-01
2940,2024-03-23,1128,2031,3008,4007,2,1575,0.24,Credit Card,Returned,2394.0,2024-03-28
2941,2024-04-15,1373,2009,3010,4001,5,4893,0.27,Credit Card,Returned,17859.45,2024-04-20
2942,2024-10-21,1130,2024,3007,4005,5,1666,0.13,Credit Card,Returned,7247.1,2024-10-27
2943,2024-11-16,1099,2024,3002,4016,2,1105,0.08,Cash,Delivered,2033.2,2024-11-22
2944,2024-07-03,1304,2042,3004,4014,1,421,0.18,Credit Card,Delivered,345.22,2024-07-08
2945,2024-06-01,1419,2004,3010,4018,2,596,0.08,Cash,Cancelled,1096.64,2024-06-03
2946,2024-01-23,1397,2045,3002,4011,3,3599,0.13,Credit Card,Returned,9393.39,2024-01-26
2947,2024-08-11,1208,2013,3005,4001,2,2709,0.13,UPI,Returned,4713.66,2024-08-12
2948,2024-06-19,1473,2021,3007,4004,4,3171,0.07,Net Banking,Returned,11796.119999999999,2024-06-25
2949,2024-01-13,1497,2015,3006,4020,5,2423,0.15,UPI,Cancelled,10297.75,2024-01-15
2950,2024-07-27,1108,2046,3006,4007,4,1887,0.17,UPI,Delivered,6264.84,2024-07-28
2951,2024-10-24,1499,2001,3006,4001,2,526,0.13,Cash,Cancelled,915.24,2024-10-28
2952,2024-01-29,1446,2034,3004,4017,1,4070,0.0,Credit Card,Returned,4070.0,2024-01-31
2953,2024-05-24,1018,2047,3001,4003,3,119,0.27,Net Banking,Cancelled,260.61,2024-05-26
2954,2024-10-17,1443,2042,3009,4014,5,448,0.27,Net Banking,Delivered,1635.2,2024-10-21
2955,2024-11-28,1023,2033,3008,4014,2,4746,0.16,UPI,Returned,7973.28,2024-11-29
2956,2024-02-19,1476,2050,3001,4019,5,3754,0.16,Net Banking,Delivered,15766.8,2024-02-25
2957,2024-12-17,1306,2039,3007,4017,3,113,0.2,Cash,Returned,271.2,2024-12-22
2958,2024-08-13,1338,2015,3002,4019,4,4782,0.29,UPI,Cancelled,13580.88,2024-08-17
2959,2024-02-16,1410,2038,3008,4019,1,1324,0.24,Net Banking,Returned,1006.24,2024-02-18
2960,2024-01-26,1468,2039,3006,4005,2,130,0.17,UPI,Delivered,215.79999999999998,2024-01-28
2961,2024-06-20,1422,2035,3003,4004,2,1746,0.09,Cash,Delivered,3177.7200000000003,2024-06-26
2962,2024-03-13,1377,2050,3006,4011,5,4451,0.26,Credit Card,Cancelled,16468.7,2024-03-19
2963,2024-02-05,1039,2033,3005,4009,2,3203,0.3,Net Banking,Cancelled,4484.2,2024-02-07
2964,2024-10-02,1193,2016,3004,4013,1,1211,0.19,Credit Card,Returned,980.9100000000001,2024-10-03
2965,2024-03-10,1129,2032,3007,4010,5,1421,0.1,Cash,Cancelled,6394.5,2024-03-15
2966,2024-03-31,1007,2034,3010,4008,3,1038,0.11,Net Banking,Delivered,2771.46,2024-04-01
2967,2024-08-31,1087,2038,3009,4018,1,496,0.21,Net Banking,Delivered,391.84000000000003,2024-09-01
2968,2024-10-22,1104,2003,3007,4004,3,2806,0.11,UPI,Returned,7492.02,2024-10-28
2969,2024-10-18,1224,2003,3004,4008,3,2222,0.0,Net Banking,Cancelled,6666.0,2024-10-23
2970,2024-09-29,1154,2035,3002,4003,2,4790,0.24,Credit Card,Cancelled,7280.8,2024-10-04
2971,2024-09-09,1146,2034,3007,4005,2,577,0.09,Net Banking,Cancelled,1050.14,2024-09-15
2972,2024-11-21,1120,2019,3007,4019,5,895,0.19,UPI,Returned,3624.7500000000005,2024-11-25
2973,2024-05-20,1125,2034,3009,4002,1,2375,0.27,UPI,Delivered,1733.75,2024-05-21
2974,2024-01-22,1202,2034,3009,4015,5,210,0.21,Cash,Delivered,829.5,2024-01-23
2975,2024-04-22,1494,2013,3002,4008,5,4888,0.1,Net Banking,Cancelled,21996.0,2024-04-26
2976,2024-10-02,1261,2014,3007,4006,1,3694,0.06,UPI,Cancelled,3472.3599999999997,2024-10-07
2977,2024-02-18,1213,2041,3007,4017,1,4556,0.06,Net Banking,Cancelled,4282.639999999999,2024-02-22
2978,2024-08-21,1026,2008,3001,4018,3,3040,0.15,Credit Card,Cancelled,7752.0,2024-08-24
2979,2024-06-25,1027,2047,3002,4012,4,733,0.06,Cash,Delivered,2756.08,2024-07-01
2980,2024-11-17,1425,2017,3004,4014,2,4353,0.09,UPI,Delivered,7922.46,2024-11-20
2981,2024-08-31,1275,2034,3007,4011,4,4124,0.09,Net Banking,Delivered,15011.36,2024-09-02
2982,2024-03-11,1019,2042,3002,4017,2,1147,0.03,UPI,Returned,2225.18,2024-03-17
2983,2024-04-27,1095,2043,3009,4014,5,4940,0.15,UPI,Returned,20995.0,2024-04-30
2984,2024-07-28,1494,2044,3002,4006,1,4481,0.1,Cash,Returned,4032.9,2024-07-30
2985,2024-09-22,1051,2010,3003,4017,2,2847,0.17,UPI,Returned,4726.0199999999995,2024-09-25
2986,2024-04-23,1233,2008,3005,4006,3,539,0.24,Cash,Delivered,1228.92,2024-04-28
2987,2024-03-24,1267,2021,3005,4002,5,4613,0.05,Credit Card,Returned,21911.75,2024-03-30
2988,2024-11-28,1449,2034,3003,4004,3,2760,0.2,Credit Card,Cancelled,6624.0,2024-12-04
2989,2024-03-04,1152,2016,3009,4013,3,3394,0.05,Net Banking,Delivered,9672.9,2024-03-07
2990,2024-11-27,1396,2011,3004,4001,1,1829,0.24,Net Banking,Delivered,1390.04,2024-11-30
2991,2024-06-05,1135,2035,3010,4012,5,3704,0.09,UPI,Cancelled,16853.2,2024-06-06
2992,2024-12-28,1342,2027,3005,4017,4,3697,0.22,Credit Card,Returned,11534.640000000001,2024-12-29
2993,2024-10-04,1190,2040,3009,4019,4,4285,0.11,Net Banking,Returned,15254.6,2024-10-10
2994,2024-07-22,1307,2045,3006,4009,1,2072,0.02,Cash,Returned,2030.56,2024-07-23
2995,2024-03-21,1404,2044,3004,4009,3,3625,0.1,Credit Card,Returned,9787.5,2024-03-26
2996,2024-08-23,1306,2004,3007,4002,4,3100,0.21,Credit Card,Returned,9796.0,2024-08-29
2997,2024-09-13,1295,2009,3009,4019,2,4214,0.07,UPI,Returned,7838.039999999999,2024-09-14
2998,2024-03-19,1193,2001,3010,4010,3,1083,0.23,UPI,Cancelled,2501.73,2024-03-20
2999,2024-04-14,1470,2049,3007,4005,5,981,0.21,Cash,Delivered,3874.9500000000003,2024-04-17
3000,2024-04-24,1398,2050,3002,4006,4,991,0.05,Net Banking,Returned,3765.7999999999997,2024-04-25
3001,2024-12-14,1129,2050,3009,4015,3,3897,0.01,UPI,Returned,11574.09,2024-12-15
3002,2024-02-28,1302,2030,3004,4017,3,3887,0.15,Net Banking,Returned,9911.85,2024-03-03
3003,2024-12-03,1359,2033,3005,4011,3,655,0.04,Credit Card,Returned,1886.3999999999999,2024-12-06
3004,2024-05-23,1370,2002,3004,4016,1,1815,0.04,Credit Card,Cancelled,1742.3999999999999,2024-05-28
3005,2024-06-23,1039,2001,3003,4004,3,3642,0.22,Net Banking,Cancelled,8522.28,2024-06-27
3006,2024-11-21,1351,2038,3001,4019,1,257,0.16,Cash,Delivered,215.88,2024-11-27
3007,2024-01-09,1090,2021,3009,4012,1,1946,0.26,Net Banking,Cancelled,1440.04,2024-01-14
3008,2024-08-01,1132,2030,3010,4016,2,235,0.28,UPI,Cancelled,338.4,2024-08-07
3009,2024-01-20,1211,2028,3005,4017,5,3362,0.12,UPI,Returned,14792.8,2024-01-23
3010,2024-07-06,1394,2043,3008,4006,3,1143,0.08,Cash,Cancelled,3154.6800000000003,2024-07-12
3011,2024-05-18,1331,2012,3004,4007,4,2976,0.03,UPI,Returned,11546.88,2024-05-24
3012,2024-09-21,1117,2041,3009,4015,3,258,0.1,Credit Card,Delivered,696.6,2024-09-24
3013,2024-12-08,1075,2007,3003,4010,4,172,0.16,Credit Card,Cancelled,577.92,2024-12-09
3014,2024-01-05,1170,2009,3007,4009,1,2795,0.21,Credit Card,Cancelled,2208.05,2024-01-08
3015,2024-02-11,1288,2049,3010,4001,1,2387,0.0,Cash,Returned,2387.0,2024-02-13
3016,2024-07-19,1440,2033,3007,4012,3,1573,0.24,Net Banking,Delivered,3586.44,2024-07-24
3017,2024-04-10,1012,2032,3008,4004,3,2477,0.24,UPI,Returned,5647.56,2024-04-15
3018,2024-04-24,1448,2032,3004,4014,3,1871,0.16,UPI,Returned,4714.92,2024-04-28
3019,2024-07-29,1207,2031,3004,4014,3,608,0.27,Credit Card,Cancelled,1331.52,2024-07-31
3020,2024-06-24,1445,2026,3001,4004,5,2644,0.08,Credit Card,Delivered,12162.4,2024-06-27
3021,2024-12-28,1413,2046,3008,4004,5,3517,0.13,Credit Card,Returned,15298.95,2025-01-03
3022,2024-12-03,1469,2029,3001,4003,3,2470,0.26,UPI,Returned,5483.4,2024-12-04
3023,2024-08-29,1387,2016,3009,4009,1,862,0.03,Net Banking,Delivered,836.14,2024-09-02
3024,2024-11-23,1436,2039,3010,4007,1,374,0.01,Cash,Delivered,370.26,2024-11-24
3025,2024-09-24,1212,2037,3003,4001,5,4675,0.19,UPI,Returned,18933.75,2024-09-25
3026,2024-04-14,1125,2038,3008,4004,3,2302,0.04,UPI,Cancelled,6629.759999999999,2024-04-17
3027,2024-10-16,1287,2028,3001,4013,4,4544,0.09,Credit Card,Returned,16540.16,2024-10-21
3028,2024-12-30,1077,2040,3003,4001,1,4727,0.25,Cash,Cancelled,3545.25,2025-01-04
3029,2024-04-13,1250,2010,3001,4016,5,1479,0.1,Credit Card,Delivered,6655.5,2024-04-16
3030,2024-08-30,1418,2011,3003,4019,2,3388,0.16,Cash,Cancelled,5691.84,2024-09-05
3031,2024-12-17,1288,2025,3003,4002,1,2132,0.11,Net Banking,Delivered,1897.48,2024-12-21
3032,2024-07-27,1032,2047,3005,4004,4,293,0.2,Net Banking,Cancelled,937.6,2024-07-28
3033,2024-02-08,1275,2045,3009,4009,3,4619,0.19,UPI,Delivered,11224.17,2024-02-12
3034,2024-09-04,1427,2042,3001,4004,4,1285,0.13,Cash,Cancelled,4471.8,2024-09-06
3035,2024-09-20,1233,2014,3008,4011,5,2214,0.18,Net Banking,Delivered,9077.400000000001,2024-09-22
3036,2024-12-14,1371,2050,3001,4007,1,2779,0.22,Credit Card,Cancelled,2167.62,2024-12-16
3037,2024-09-20,1493,2014,3007,4010,5,3297,0.29,Cash,Returned,11704.349999999999,2024-09-22
3038,2024-06-17,1481,2048,3005,4005,5,2321,0.21,Net Banking,Cancelled,9167.95,2024-06-19
3039,2024-08-18,1146,2003,3004,4017,4,3063,0.2,Cash,Delivered,9801.6,2024-08-20
3040,2024-10-22,1336,2035,3001,4010,1,2750,0.24,UPI,Delivered,2090.0,2024-10-23
3041,2024-06-08,1073,2049,3003,4010,5,1682,0.0,Cash,Returned,8410.0,2024-06-12
3042,2024-02-21,1042,2029,3006,4008,1,204,0.29,Credit Card,Cancelled,144.84,2024-02-23
3043,2024-12-13,1181,2021,3005,4016,3,2366,0.1,UPI,Returned,6388.2,2024-12-16
3044,2024-06-29,1060,2009,3001,4004,4,3946,0.0,Cash,Cancelled,15784.0,2024-07-02
3045,2024-04-03,1165,2031,3006,4011,5,1019,0.3,Cash,Cancelled,3566.5,2024-04-04
3046,2024-01-16,1492,2022,3003,4019,3,4351,0.15,Net Banking,Cancelled,11095.05,2024-01-21
3047,2024-07-11,1312,2001,3001,4009,1,870,0.02,Net Banking,Returned,852.6,2024-07-17
3048,2024-11-08,1148,2013,3001,4004,4,664,0.07,Credit Card,Returned,2470.08,2024-11-10
3049,2024-03-07,1176,2012,3010,4020,3,1668,0.13,Credit Card,Delivered,4353.48,2024-03-10
3050,2024-09-22,1131,2036,3006,4009,1,2845,0.2,Credit Card,Returned,2276.0,2024-09-28
3051,2024-09-02,1449,2004,3007,4006,2,3145,0.08,Credit Card,Cancelled,5786.8,2024-09-07
3052,2024-09-28,1463,2030,3004,4003,2,130,0.2,UPI,Cancelled,208.0,2024-09-29
3053,2024-04-19,1270,2013,3010,4015,2,3363,0.01,UPI,Delivered,6658.74,2024-04-20
3054,2024-08-16,1177,2033,3006,4001,2,4311,0.16,Credit Card,Delivered,7242.48,2024-08-17
3055,2024-05-14,1197,2022,3007,4005,3,4812,0.12,Net Banking,Returned,12703.68,2024-05-19
3056,2024-10-31,1221,2023,3007,4009,5,3308,0.24,UPI,Delivered,12570.4,2024-11-01
3057,2024-07-02,1260,2045,3002,4002,3,4177,0.19,Net Banking,Returned,10150.11,2024-07-06
3058,2024-05-02,1489,2049,3005,4006,5,2666,0.05,Net Banking,Delivered,12663.5,2024-05-07
3059,2024-10-27,1080,2031,3009,4013,2,3834,0.12,Cash,Returned,6747.84,2024-10-28
3060,2024-06-22,1460,2005,3008,4016,5,2248,0.08,Credit Card,Delivered,10340.800000000001,2024-06-24
3061,2024-07-22,1452,2004,3001,4008,3,3799,0.15,UPI,Delivered,9687.449999999999,2024-07-27
3062,2024-01-18,1169,2018,3010,4001,1,2734,0.28,UPI,Cancelled,1968.48,2024-01-20
3063,2024-12-28,1188,2047,3001,4005,3,4050,0.29,Cash,Returned,8626.5,2024-12-30
3064,2024-06-19,1304,2007,3009,4004,4,4453,0.12,Net Banking,Returned,15674.56,2024-06-25
3065,2024-08-15,1346,2037,3004,4020,5,4887,0.25,Net Banking,Cancelled,18326.25,2024-08-19
3066,2024-10-04,1143,2043,3005,4003,3,3855,0.2,Cash,Cancelled,9252.0,2024-10-10
3067,2024-03-10,1015,2017,3007,4018,2,4036,0.24,Credit Card,Returned,6134.72,2024-03-12
3068,2024-08-15,1314,2001,3007,4003,4,2155,0.23,UPI,Returned,6637.400000000001,2024-08-16
3069,2024-11-15,1339,2036,3009,4011,1,3840,0.24,Cash,Returned,2918.4,2024-11-16
3070,2024-05-12,1157,2001,3003,4001,5,798,0.09,Net Banking,Delivered,3630.9,2024-05-13
3071,2024-05-22,1024,2027,3005,4010,3,4183,0.19,UPI,Delivered,10164.69,2024-05-28
3072,2024-02-02,1498,2014,3009,4019,4,293,0.27,UPI,Delivered,855.56,2024-02-08
3073,2024-05-13,1179,2039,3007,4013,2,2589,0.06,Cash,Delivered,4867.32,2024-05-19
3074,2024-02-01,1435,2004,3005,4017,3,2071,0.17,Cash,Returned,5156.79,2024-02-02
3075,2024-06-01,1379,2018,3009,4014,3,4474,0.24,UPI,Returned,10200.72,2024-06-07
3076,2024-07-05,1111,2018,3003,4004,3,3220,0.08,Credit Card,Cancelled,8887.2,2024-07-09
3077,2024-11-28,1392,2023,3009,4009,2,2722,0.22,Cash,Cancelled,4246.32,2024-12-04
3078,2024-07-18,1155,2019,3003,4015,1,669,0.02,UPI,Cancelled,655.62,2024-07-21
3079,2024-12-09,1165,2011,3006,4005,5,2422,0.15,Net Banking,Returned,10293.5,2024-12-10
3080,2024-06-10,1011,2036,3009,4010,3,1973,0.23,Credit Card,Returned,4557.63,2024-06-13
3081,2024-11-02,1223,2016,3003,4004,2,3874,0.26,Net Banking,Delivered,5733.5199999999995,2024-11-07
3082,2024-10-08,1116,2028,3004,4002,1,3932,0.15,Net Banking,Delivered,3342.2,2024-10-13
3083,2024-12-30,1471,2046,3002,4008,4,3136,0.11,Net Banking,Delivered,11164.16,2025-01-04
3084,2024-08-11,1415,2001,3005,4014,3,4619,0.08,Cash,Cancelled,12748.44,2024-08-12
3085,2024-03-12,1270,2020,3009,4018,2,4010,0.03,Cash,Cancelled,7779.4,2024-03-14
3086,2024-05-11,1193,2008,3010,4003,5,2634,0.21,UPI,Returned,10404.300000000001,2024-05-16
3087,2024-01-11,1423,2034,3008,4015,3,1221,0.17,Cash,Returned,3040.29,2024-01-15
3088,2024-02-05,1314,2010,3004,4015,3,3960,0.14,Credit Card,Cancelled,10216.8,2024-02-06
3089,2024-04-04,1059,2026,3004,4006,3,1395,0.06,Cash,Cancelled,3933.8999999999996,2024-04-09
3090,2024-05-19,1164,2005,3006,4007,1,142,0.0,Credit Card,Returned,142.0,2024-05-24
3091,2024-03-09,1429,2034,3007,4018,3,4627,0.24,Cash,Delivered,10549.56,2024-03-11
3092,2024-11-02,1171,2047,3009,4006,5,2645,0.16,UPI,Returned,11109.0,2024-11-04
3093,2024-12-02,1231,2031,3009,4001,2,3817,0.17,Cash,Cancelled,6336.219999999999,2024-12-06
3094,2024-06-18,1200,2013,3003,4009,5,273,0.23,Cash,Returned,1051.05,2024-06-20
3095,2024-01-23,1167,2003,3002,4005,2,4640,0.18,UPI,Cancelled,7609.6,2024-01-29
3096,2024-10-09,1098,2031,3001,4012,4,4238,0.04,Net Banking,Cancelled,16273.92,2024-10-12
3097,2024-09-20,1097,2011,3005,4002,2,3151,0.25,Cash,Returned,4726.5,2024-09-24
3098,2024-06-22,1062,2048,3006,4003,4,3853,0.03,Credit Card,Cancelled,14949.64,2024-06-23
3099,2024-03-07,1496,2024,3009,4003,3,325,0.21,Cash,Returned,770.25,2024-03-09
3100,2024-12-30,1370,2044,3001,4017,5,1579,0.13,UPI,Delivered,6868.65,2025-01-03
3101,2024-02-29,1020,2013,3008,4008,2,1121,0.19,Net Banking,Returned,1816.0200000000002,2024-03-05
3102,2024-06-13,1444,2015,3004,4006,1,2460,0.06,UPI,Delivered,2312.4,2024-06-14
3103,2024-04-17,1212,2040,3006,4007,5,1074,0.13,UPI,Returned,4671.9,2024-04-22
3104,2024-10-06,1384,2009,3007,4018,3,238,0.29,Credit Card,Delivered,506.94,2024-10-10
3105,2024-07-15,1448,2016,3003,4001,2,4686,0.06,Cash,Cancelled,8809.68,2024-07-19
3106,2024-04-26,1050,2014,3009,4016,3,3214,0.04,Credit Card,Returned,9256.32,2024-05-02
3107,2024-06-18,1230,2015,3003,4014,3,3998,0.03,UPI,Returned,11634.18,2024-06-20
3108,2024-03-28,1010,2043,3008,4011,3,2631,0.19,Credit Card,Cancelled,6393.330000000001,2024-03-29
3109,2024-07-12,1415,2001,3008,4005,4,1790,0.09,Cash,Returned,6515.6,2024-07-13
3110,2024-12-14,1241,2003,3002,4016,2,2573,0.07,UPI,Cancelled,4785.78,2024-12-16
3111,2024-07-16,1093,2044,3009,4015,4,2143,0.25,Net Banking,Cancelled,6429.0,2024-07-19
3112,2024-11-17,1202,2045,3006,4016,5,4358,0.29,Credit Card,Delivered,15470.9,2024-11-18
3113,2024-12-07,1314,2027,3004,4011,3,2301,0.21,Cash,Delivered,5453.37,2024-12-12
3114,2024-10-07,1249,2036,3003,4015,1,535,0.29,Cash,Delivered,379.84999999999997,2024-10-09
3115,2024-04-08,1261,2013,3008,4004,2,4272,0.21,Cash,Returned,6749.76,2024-04-13
3116,2024-01-12,1409,2029,3001,4011,1,4791,0.22,Cash,Cancelled,3736.98,2024-01-15
3117,2024-05-05,1140,2003,3004,4002,1,1170,0.12,Cash,Returned,1029.6,2024-05-09
3118,2024-06-08,1068,2023,3010,4020,4,4005,0.14,Net Banking,Returned,13777.199999999999,2024-06-13
3119,2024-08-19,1422,2009,3003,4019,3,1208,0.25,Credit Card,Delivered,2718.0,2024-08-22
3120,2024-02-11,1258,2046,3010,4020,3,949,0.03,Net Banking,Cancelled,2761.59,2024-02-13
3121,2024-04-27,1322,2013,3002,4005,5,3750,0.27,Cash,Cancelled,13687.5,2024-05-02
3122,2024-01-17,1448,2003,3001,4020,4,474,0.27,Net Banking,Delivered,1384.08,2024-01-20
3123,2024-11-27,1128,2019,3010,4015,2,1167,0.18,Cash,Returned,1913.88,2024-12-02
3124,2024-11-30,1317,2047,3010,4017,1,3733,0.02,Net Banking,Returned,3658.34,2024-12-02
3125,2024-08-07,1403,2014,3007,4017,2,4169,0.03,Cash,Delivered,8087.86,2024-08-10
3126,2024-12-02,1097,2028,3006,4019,5,1154,0.04,UPI,Cancelled,5539.2,2024-12-07
3127,2024-10-17,1229,2027,3002,4012,4,1599,0.21,Net Banking,Cancelled,5052.84,2024-10-19
3128,2024-05-07,1131,2047,3010,4017,5,256,0.08,Net Banking,Cancelled,1177.6000000000001,2024-05-08
3129,2024-05-13,1454,2016,3003,4020,3,3847,0.29,Cash,Returned,8194.109999999999,2024-05-17
3130,2024-05-29,1098,2017,3002,4002,5,3181,0.11,Net Banking,Cancelled,14155.45,2024-06-01
3131,2024-07-29,1147,2035,3007,4018,1,1038,0.09,Credit Card,Delivered,944.58,2024-08-04
3132,2024-05-11,1310,2020,3004,4019,4,4342,0.25,Credit Card,Returned,13026.0,2024-05-12
3133,2024-06-18,1253,2012,3004,4004,2,583,0.1,Cash,Returned,1049.4,2024-06-23
3134,2024-10-29,1382,2011,3010,4010,3,3152,0.26,UPI,Cancelled,6997.44,2024-11-02
3135,2024-07-16,1174,2022,3004,4012,4,4797,0.21,UPI,Returned,15158.52,2024-07-17
3136,2024-01-13,1476,2047,3002,4020,3,1475,0.24,Cash,Cancelled,3363.0,2024-01-14
3137,2024-04-08,1339,2039,3010,4001,3,1869,0.15,Net Banking,Delivered,4765.95,2024-04-11
3138,2024-10-24,1323,2040,3004,4004,5,2663,0.25,Cash,Delivered,9986.25,2024-10-29
3139,2024-01-17,1440,2004,3007,4007,3,2139,0.2,UPI,Delivered,5133.6,2024-01-20
3140,2024-11-11,1262,2025,3004,4004,4,4032,0.21,UPI,Returned,12741.12,2024-11-12
3141,2024-10-18,1421,2050,3008,4008,1,4985,0.05,Net Banking,Returned,4735.75,2024-10-23
3142,2024-04-21,1100,2029,3010,4013,1,3789,0.16,Net Banking,Delivered,3182.7599999999998,2024-04-23
3143,2024-04-18,1489,2007,3005,4020,4,948,0.18,Credit Card,Returned,3109.44,2024-04-21
3144,2024-08-04,1107,2041,3007,4012,5,4484,0.2,Net Banking,Delivered,17936.0,2024-08-08
3145,2024-06-29,1005,2014,3005,4005,5,163,0.03,Credit Card,Cancelled,790.55,2024-07-01
3146,2024-05-07,1300,2039,3010,4007,1,3818,0.27,Credit Card,Returned,2787.14,2024-05-10
3147,2024-01-30,1446,2007,3005,4019,1,3697,0.13,Cash,Delivered,3216.39,2024-02-03
3148,2024-12-12,1030,2050,3003,4006,1,4099,0.04,Credit Card,Cancelled,3935.04,2024-12-17
3149,2024-10-13,1160,2016,3005,4007,2,3802,0.07,Net Banking,Returned,7071.719999999999,2024-10-19
3150,2024-06-12,1281,2036,3007,4003,4,3587,0.23,UPI,Delivered,11047.960000000001,2024-06-16
3151,2024-11-08,1047,2022,3008,4011,3,2476,0.1,UPI,Delivered,6685.2,2024-11-11
3152,2024-12-03,1361,2013,3002,4002,5,3013,0.16,Net Banking,Cancelled,12654.6,2024-12-06
3153,2024-04-02,1006,2007,3002,4012,5,3492,0.12,UPI,Cancelled,15364.8,2024-04-08
3154,2024-06-09,1032,2041,3009,4004,3,3913,0.26,Cash,Delivered,8686.86,2024-06-14
3155,2024-11-18,1082,2041,3010,4003,1,2118,0.27,UPI,Delivered,1546.1399999999999,2024-11-22
3156,2024-11-16,1138,2005,3009,4010,5,4924,0.04,Net Banking,Delivered,23635.2,2024-11-21
3157,2024-07-23,1437,2003,3003,4003,4,4903,0.19,Net Banking,Delivered,15885.720000000001,2024-07-29
3158,2024-03-19,1108,2034,3001,4012,2,2500,0.25,Credit Card,Returned,3750.0,2024-03-21
3159,2024-07-12,1008,2040,3010,4015,1,3238,0.24,Cash,Delivered,2460.88,2024-07-16
3160,2024-06-08,1138,2010,3003,4011,4,4402,0.06,Credit Card,Returned,16551.52,2024-06-10
3161,2024-03-02,1008,2045,3005,4002,1,512,0.25,UPI,Cancelled,384.0,2024-03-08
3162,2024-11-14,1448,2002,3009,4013,4,697,0.26,UPI,Delivered,2063.12,2024-11-17
